[  0] 0x7FF7E75AA667 Fallout4.exe+145A667	movzx edx, byte ptr [r8+0x1A] |  GameScript::BasicEventHandler::ProcessEvent(TESCombatEvent&,BSTEventSource<TESCombatEvent>*)_145A667 -> 1025656+0x57	movzx edx, byte ptr [r8+0x1A]
[RSP+6B8 ] 0x7FF7E6FC03FD     (void* -> Fallout4.exe+0E703FD	test rax, rax |  AIProcess::GetFaceAnimationData(Actor&)_E703FD)
[RSP+6C0 ] 0x4A3F6            (size_t) [304118]
[RSP+6C8 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+6D0 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+6D8 ] 0x7FF7E6F37D64     (void* -> Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64)
[RSP+6E0 ] 0x1                (size_t) [1]
[RSP+6E8 ] 0x200000           (size_t) [2097152]
[RSP+6F0 ] 0x0                (size_t) [0]
[RSP+6F8 ] 0x0                (size_t) [0]
[RSP+700 ] 0x164513AD68       (void*)
[RSP+708 ] 0x7FF7E6173948     (void* -> Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948)
[RSP+710 ] 0x4BAA2000         (size_t) [1269440512]
[RSP+718 ] 0x7FF7E6F95CA5     (void* -> Fallout4.exe+0E45CA5	mov rbx, [rsp+0x38] |  AIProcess::RemoveHeadTrackTarget(Actor*,TESObjectREFR*)_E45CA5)
[RSP+720 ] 0x1FC00000000      (void*)
[RSP+728 ] 0x7FF7E61744E3     (void* -> Fallout4.exe+00244E3	mov esi, eax |  BSSpinLock::Lock(char*)_244E3)
[RSP+730 ] 0x1FBC91F8290      (void*)
[RSP+738 ] 0x4C               (size_t) [76]
[RSP+740 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+748 ] 0x7FF7E6EE6379     (void* -> Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379)
[RSP+750 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+758 ] 0x1FC5EEF3200      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF001F16
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x00420409
FormID: 0x0017F2BE
FormType: kACHR (65)
[RSP+760 ] 0x0                (size_t) [0]
[RSP+768 ] 0x2B               (size_t) [43]
[RSP+770 ] 0x65               (size_t) [101]
[RSP+778 ] 0x0                (size_t) [0]
[RSP+780 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+788 ] 0x7FF7E6EBF5AF     (void* -> Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF)
[RSP+790 ] 0x200000           (size_t) [2097152]
[RSP+798 ] 0x0                (size_t) [0]
[RSP+7A0 ] 0x200000           (size_t) [2097152]
[RSP+7A8 ] 0x0                (size_t) [0]
[RSP+7B0 ] 0x4A3F6            (size_t) [304118]
[RSP+7B8 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+7C0 ] 0x0                (size_t) [0]
[RSP+7C8 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+7D0 ] 0x0                (size_t) [0]
[RSP+7D8 ] 0x200000           (size_t) [2097152]
[RSP+7E0 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+7E8 ] 0x7FF7E6EBF2BE     (void* -> Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE)
[RSP+7F0 ] 0x1FBDEE9DA00      (void*)
[RSP+7F8 ] 0xFFFFFFFF         (size_t) [4294967295]
[RSP+800 ] 0x164513ADB0       (void*)
[RSP+808 ] 0x7FF7E6FC03FD     (void* -> Fallout4.exe+0E703FD	test rax, rax |  AIProcess::GetFaceAnimationData(Actor&)_E703FD)
[RSP+810 ] 0x4A3F6            (size_t) [304118]
[RSP+818 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+820 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+828 ] 0x7FF7E6F37D64     (void* -> Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64)
[RSP+830 ] 0x1                (size_t) [1]
[RSP+838 ] 0x200000           (size_t) [2097152]
[RSP+840 ] 0x0                (size_t) [0]
[RSP+848 ] 0x0                (size_t) [0]
[RSP+850 ] 0x164513AEB8       (void*)
[RSP+858 ] 0x7FF7E6173948     (void* -> Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948)
[RSP+860 ] 0x4BAA2000         (size_t) [1269440512]
[RSP+868 ] 0x7FF7E6F95CA5     (void* -> Fallout4.exe+0E45CA5	mov rbx, [rsp+0x38] |  AIProcess::RemoveHeadTrackTarget(Actor*,TESObjectREFR*)_E45CA5)
[RSP+870 ] 0x1FC00000000      (void*)
[RSP+878 ] 0x7FF7E61744E3     (void* -> Fallout4.exe+00244E3	mov esi, eax |  BSSpinLock::Lock(char*)_244E3)
[RSP+880 ] 0x1FBC91F8290      (void*)
[RSP+888 ] 0x4C               (size_t) [76]
[RSP+890 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+898 ] 0x7FF7E6EE6379     (void* -> Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379)
[RSP+8A0 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+8A8 ] 0x1FC5EEF3200      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF001F16
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x00420409
FormID: 0x0017F2BE
FormType: kACHR (65)
[RSP+8B0 ] 0x0                (size_t) [0]
[RSP+8B8 ] 0x2B               (size_t) [43]
[RSP+8C0 ] 0x65               (size_t) [101]
[RSP+8C8 ] 0x0                (size_t) [0]
[RSP+8D0 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+8D8 ] 0x7FF7E6EBF5AF     (void* -> Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF)
[RSP+8E0 ] 0x200000           (size_t) [2097152]
[RSP+8E8 ] 0x0                (size_t) [0]
[RSP+8F0 ] 0x200000           (size_t) [2097152]
[RSP+8F8 ] 0x0                (size_t) [0]
[RSP+900 ] 0x4A3F6            (size_t) [304118]
[RSP+908 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+910 ] 0x0                (size_t) [0]
[RSP+918 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+920 ] 0x0                (size_t) [0]
[RSP+928 ] 0x200000           (size_t) [2097152]
[RSP+930 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+938 ] 0x7FF7E6EBF2BE     (void* -> Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE)
[RSP+940 ] 0x0                (size_t) [0]
[RSP+948 ] 0xFFFFFFFF         (size_t) [4294967295]
[RSP+950 ] 0x164513AF00       (void*)
[RSP+958 ] 0x7FF7E6FC03FD     (void* -> Fallout4.exe+0E703FD	test rax, rax |  AIProcess::GetFaceAnimationData(Actor&)_E703FD)
[RSP+960 ] 0x4A3F6            (size_t) [304118]
[RSP+968 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+970 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+978 ] 0x7FF7E6F37D64     (void* -> Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64)
[RSP+980 ] 0x1                (size_t) [1]
[RSP+988 ] 0x200000           (size_t) [2097152]
[RSP+990 ] 0x0                (size_t) [0]
[RSP+998 ] 0x0                (size_t) [0]
[RSP+9A0 ] 0x164513B008       (void*)
[RSP+9A8 ] 0x7FF7E6173948     (void* -> Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948)
[RSP+9B0 ] 0x4BAA2000         (size_t) [1269440512]
[RSP+9B8 ] 0x7FF7E6F95CA5     (void* -> Fallout4.exe+0E45CA5	mov rbx, [rsp+0x38] |  AIProcess::RemoveHeadTrackTarget(Actor*,TESObjectREFR*)_E45CA5)
[RSP+9C0 ] 0x1FC00000000      (void*)
[RSP+9C8 ] 0x7FF7E61744E3     (void* -> Fallout4.exe+00244E3	mov esi, eax |  BSSpinLock::Lock(char*)_244E3)
[RSP+9D0 ] 0x1FBC91F8290      (void*)
[RSP+9D8 ] 0x4C               (size_t) [76]
[RSP+9E0 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+9E8 ] 0x7FF7E6EE6379     (void* -> Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379)
[RSP+9F0 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+9F8 ] 0x1FC5EEF3200      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF001F16
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x00420409
FormID: 0x0017F2BE
FormType: kACHR (65)
[RSP+A00 ] 0x0                (size_t) [0]
[RSP+A08 ] 0x2B               (size_t) [43]
[RSP+A10 ] 0x65               (size_t) [101]
[RSP+A18 ] 0x0                (size_t) [0]
[RSP+A20 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+A28 ] 0x7FF7E6EBF5AF     (void* -> Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF)
[RSP+A30 ] 0x200000           (size_t) [2097152]
[RSP+A38 ] 0x0                (size_t) [0]
[RSP+A40 ] 0x200000           (size_t) [2097152]
[RSP+A48 ] 0x0                (size_t) [0]
[RSP+A50 ] 0x4A3F6            (size_t) [304118]
[RSP+A58 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+A60 ] 0x0                (size_t) [0]
[RSP+A68 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+A70 ] 0x0                (size_t) [0]
[RSP+A78 ] 0x200000           (size_t) [2097152]
[RSP+A80 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+A88 ] 0x7FF7E6EBF2BE     (void* -> Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE)
[RSP+A90 ] 0x1FE37654800      (void*)
[RSP+A98 ] 0xFFFFFFFF         (size_t) [4294967295]
[RSP+AA0 ] 0x164513B050       (void*)
[RSP+AA8 ] 0x7FF7E6FC03FD     (void* -> Fallout4.exe+0E703FD	test rax, rax |  AIProcess::GetFaceAnimationData(Actor&)_E703FD)
[RSP+AB0 ] 0x4A3F6            (size_t) [304118]
[RSP+AB8 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+AC0 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+AC8 ] 0x7FF7E6F37D64     (void* -> Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64)
[RSP+AD0 ] 0x1                (size_t) [1]
[RSP+AD8 ] 0x200000           (size_t) [2097152]
[RSP+AE0 ] 0x0                (size_t) [0]
[RSP+AE8 ] 0x0                (size_t) [0]
[RSP+AF0 ] 0x164513B158       (void*)
[RSP+AF8 ] 0x7FF7E6173948     (void* -> Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948)
[RSP+B00 ] 0x4BAA2000         (size_t) [1269440512]
[RSP+B08 ] 0x7FF7E6F95CA5     (void* -> Fallout4.exe+0E45CA5	mov rbx, [rsp+0x38] |  AIProcess::RemoveHeadTrackTarget(Actor*,TESObjectREFR*)_E45CA5)
[RSP+B10 ] 0x1FC00000000      (void*)
[RSP+B18 ] 0x7FF7E61744E3     (void* -> Fallout4.exe+00244E3	mov esi, eax |  BSSpinLock::Lock(char*)_244E3)
[RSP+B20 ] 0x1FBC91F8290      (void*)
[RSP+B28 ] 0x4C               (size_t) [76]
[RSP+B30 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+B38 ] 0x7FF7E6EE6379     (void* -> Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379)
[RSP+B40 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+B48 ] 0x1FC5EEF3200      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF001F16
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x00420409
FormID: 0x0017F2BE
FormType: kACHR (65)
[RSP+B50 ] 0x0                (size_t) [0]
[RSP+B58 ] 0x2B               (size_t) [43]
[RSP+B60 ] 0x65               (size_t) [101]
[RSP+B68 ] 0x0                (size_t) [0]
[RSP+B70 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+B78 ] 0x7FF7E6EBF5AF     (void* -> Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF)
[RSP+B80 ] 0x200000           (size_t) [2097152]
[RSP+B88 ] 0x0                (size_t) [0]
[RSP+B90 ] 0x200000           (size_t) [2097152]
[RSP+B98 ] 0x0                (size_t) [0]
[RSP+BA0 ] 0x4A3F6            (size_t) [304118]
[RSP+BA8 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+BB0 ] 0x0                (size_t) [0]
[RSP+BB8 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+BC0 ] 0x0                (size_t) [0]
[RSP+BC8 ] 0x200000           (size_t) [2097152]
[RSP+BD0 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+BD8 ] 0x7FF7E6EBF2BE     (void* -> Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE)
[RSP+BE0 ] 0x0                (size_t) [0]
[RSP+BE8 ] 0xFFFFFFFF         (size_t) [4294967295]
[RSP+BF0 ] 0x164513B1A0       (void*)
[RSP+BF8 ] 0x7FF7E6FC03FD     (void* -> Fallout4.exe+0E703FD	test rax, rax |  AIProcess::GetFaceAnimationData(Actor&)_E703FD)
[RSP+C00 ] 0x4A3F6            (size_t) [304118]
[RSP+C08 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+C10 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+C18 ] 0x7FF7E6F37D64     (void* -> Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64)
[RSP+C20 ] 0x1                (size_t) [1]
[RSP+C28 ] 0x200000           (size_t) [2097152]
[RSP+C30 ] 0x0                (size_t) [0]
[RSP+C38 ] 0x0                (size_t) [0]
[RSP+C40 ] 0x164513B2A8       (void*)
[RSP+C48 ] 0x7FF7E6173948     (void* -> Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948)
[RSP+C50 ] 0x4BAA2000         (size_t) [1269440512]
[RSP+C58 ] 0x7FF7E6F95CA5     (void* -> Fallout4.exe+0E45CA5	mov rbx, [rsp+0x38] |  AIProcess::RemoveHeadTrackTarget(Actor*,TESObjectREFR*)_E45CA5)
[RSP+C60 ] 0x1FC00000000      (void*)
[RSP+C68 ] 0x7FF7E61744E3     (void* -> Fallout4.exe+00244E3	mov esi, eax |  BSSpinLock::Lock(char*)_244E3)
[RSP+C70 ] 0x1FBC91F8290      (void*)
[RSP+C78 ] 0x4C               (size_t) [76]
[RSP+C80 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+C88 ] 0x7FF7E6EE6379     (void* -> Fallout4.exe+0D96379	mov rbx, [rsp+0x58] |  Actor::CleanUpOtherMobileObjects(void)_D96379)
[RSP+C90 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+C98 ] 0x1FC5EEF3200      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF001F16
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x00420409
FormID: 0x0017F2BE
FormType: kACHR (65)
[RSP+CA0 ] 0x0                (size_t) [0]
[RSP+CA8 ] 0x2B               (size_t) [43]
[RSP+CB0 ] 0x65               (size_t) [101]
[RSP+CB8 ] 0x0                (size_t) [0]
[RSP+CC0 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+CC8 ] 0x7FF7E6EBF5AF     (void* -> Fallout4.exe+0D6F5AF	mov rcx, [0x00007FF7EBA1EE98] |  Actor::Predestroy(void)_D6F5AF)
[RSP+CD0 ] 0x200000           (size_t) [2097152]
[RSP+CD8 ] 0x0                (size_t) [0]
[RSP+CE0 ] 0x200000           (size_t) [2097152]
[RSP+CE8 ] 0x0                (size_t) [0]
[RSP+CF0 ] 0x4A3F6            (size_t) [304118]
[RSP+CF8 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+D00 ] 0x0                (size_t) [0]
[RSP+D08 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+D10 ] 0x0                (size_t) [0]
[RSP+D18 ] 0x200000           (size_t) [2097152]
[RSP+D20 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+D28 ] 0x7FF7E6EBF2BE     (void* -> Fallout4.exe+0D6F2BE	mov rdi, [rbx+0x428] |  Actor::~Actor(void)_D6F2BE)
[RSP+D30 ] 0x1FE37654800      (void*)
[RSP+D38 ] 0xFFFFFFFF         (size_t) [4294967295]
[RSP+D40 ] 0x164513B2F0       (void*)
[RSP+D48 ] 0x7FF7E6FC03FD     (void* -> Fallout4.exe+0E703FD	test rax, rax |  AIProcess::GetFaceAnimationData(Actor&)_E703FD)
[RSP+D50 ] 0x4A3F6            (size_t) [304118]
[RSP+D58 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+D60 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
FormType: kNPC_ (45)
File: "Fallout4.esm"
Flags: 0x0044040B
FormID: 0x00056B7B
FormType: kACHR (65)
[RSP+D68 ] 0x7FF7E6F37D64     (void* -> Fallout4.exe+0DE7D64	test bl, 0x01 |  ActorMovementMessageMap<16>::MessageHandlerWrapper<MovementMessageWarpToMultiple>::`vector_deleting_destructor'(uint)_DE7D64)
[RSP+D70 ] 0x1                (size_t) [1]
[RSP+D78 ] 0x200000           (size_t) [2097152]
[RSP+D80 ] 0x0                (size_t) [0]
[RSP+D88 ] 0x0                (size_t) [0]
[RSP+D90 ] 0x164513B3F8       (void*)
[RSP+D98 ] 0x7FF7E6173948     (void* -> Fallout4.exe+0023948	jmp 0x00007FF7E6173971 |  BSPointerHandleManagerInterface<Actor,HandleManager>::GetSmartPointer(BSPointerHandle<Actor,BSUntypedPointerHandle<21,5>>&,NiPointer<Actor>&)_23948)
[RSP+DA0 ] 0x4BAA2000         (size_t) [1269440512]
[RSP+DA8 ] 0x7FF7E6F95CA5     (void* -> Fallout4.exe+0E45CA5	mov rbx, [rsp+0x38] |  AIProcess::RemoveHeadTrackTarget(Actor*,TESObjectREFR*)_E45CA5)
[RSP+DB0 ] 0x1FC00000000      (void*)
[RSP+DB8 ] 0x7FF7E61744E3     (void* -> Fallout4.exe+00244E3	mov esi, eax |  BSSpinLock::Lock(char*)_244E3)
[RSP+DC0 ] 0x1FBC91F8290      (void*)
[RSP+DC8 ] 0x4C               (size_t) [76]
[RSP+DD0 ] 0x1FCAB67E400      (Actor*)
Object Reference:
Flags: 0x00000008
FormID: 0xFF002373
